15.254077	7.719447
14.972407	7.773476
14.739460	7.816126
14.545786	7.850325
14.383310	7.878195
14.245613	7.901260
14.127710	7.920620
14.025762	7.937080
13.936795	7.951236
13.858498	7.963537
13.789052	7.974327
13.727017	7.983870
13.671238	7.992375
13.620782	8.000007
13.574889	8.006899
13.532931	8.013158
13.494391	8.018872
13.458835	8.024115
13.425896	8.028946
13.395267	8.033418
13.366684	8.037571
13.339920	8.041445
13.314781	8.045068
13.291098	8.048469
13.268724	8.051671
13.247530	8.054694
13.227402	8.057556
13.208242	8.060272
13.189960	8.062856
13.172478	8.065320
13.155726	8.067676
13.139640	8.069931
13.124164	8.072096
13.109247	8.074178
13.094842	8.076184
13.080908	8.078120
13.067407	8.079992
13.054302	8.081805
13.041563	8.083564
13.029159	8.085273
13.017064	8.086937
13.005252	8.088558
12.993701	8.090141
12.982388	8.091689
12.971292	8.093204
12.960396	8.094689
12.949681	8.096147
12.939130	8.097581
12.928728	8.098992
12.918458	8.100382
12.908307	8.101754
12.898261	8.103110
12.888305	8.104452
12.878428	8.105781
12.868617	8.107099
12.858859	8.108408
12.849143	8.109709
12.839457	8.111004
12.829789	8.112295
12.820127	8.113582
12.810461	8.114869
12.800778	8.116156
12.791068	8.117444
12.781317	8.118735
12.771515	8.120032
12.761650	8.121335
12.751707	8.122645
12.741676	8.123966
12.731543	8.125297
12.721293	8.126642
12.710912	8.128001
12.700386	8.129378
12.689698	8.130772
12.678831	8.132188
12.667769	8.133627
12.656491	8.135091
12.644979	8.136582
12.633210	8.138104
12.621161	8.139659
12.608808	8.141250
12.596123	8.142881
12.583079	8.144554
12.569642	8.146273
12.555778	8.148043
12.541451	8.149868
12.526617	8.151753
12.511233	8.153703
12.495247	8.155723
12.478603	8.157821
12.461241	8.160003
12.443090	8.162277
12.424074	8.164653
12.404105	8.167138
12.383086	8.169745
12.360905	8.172486
12.337437	8.175374
12.312537	8.178425
12.286041	8.181657
12.257757	8.185091
12.227465	8.188748
12.194907	8.192657
12.159783	8.196848
12.121736	8.201357
12.080343	8.206225
12.035101	8.211504
11.985401	8.217249
11.930503	8.223530
11.869505	8.230430
11.801288	8.238045
11.724456	8.246492
11.637254	8.255913
11.537446	8.266472
11.422162	8.278368
11.287687	8.291823
11.129188	8.307081
10.940401	8.324366
10.713342	8.343787
10.438371	8.365115
10.105489	8.387252
9.709260	8.407100
9.262241	8.417485
8.821421	8.404854
8.509758	8.351619
8.464595	8.250655
8.705462	8.119919
9.111955	7.989393
9.550410	7.877690
9.949605	7.788721
10.288953	7.719447
10.570624	7.665418
10.803570	7.622768
10.997245	7.588569
11.159720	7.560699
11.297418	7.537635
11.415320	7.518275
11.517269	7.501815
11.606236	7.487659
11.684533	7.475357
11.753978	7.464568
11.816014	7.455024
11.871793	7.446519
11.922248	7.438887
11.968142	7.431996
12.010099	7.425737
12.048639	7.420022
12.084196	7.414780
12.117134	7.409948
12.147763	7.405477
12.176347	7.401323
12.203110	7.397450
12.228249	7.393826
12.251933	7.390425
12.274307	7.387223
12.295501	7.384200
12.315628	7.381338
12.334789	7.378622
12.353070	7.376038
12.370552	7.373574
12.387305	7.371219
12.403390	7.368963
12.418866	7.366798
12.433784	7.364716
12.448188	7.362711
12.462122	7.360775
12.475624	7.358903
12.488729	7.357090
12.501468	7.355331
12.513872	7.353621
12.525967	7.351958
12.537778	7.350336
12.549330	7.348753
12.560643	7.347206
12.571738	7.345691
12.582634	7.344205
12.593349	7.342747
12.603900	7.341314
12.614303	7.339903
12.624573	7.338512
12.634724	7.337140
12.644770	7.335784
12.654725	7.334442
12.664602	7.333114
12.674414	7.331796
12.684171	7.330487
12.693887	7.329186
12.703574	7.327891
12.713242	7.326600
12.722903	7.325312
12.732570	7.324026
12.742252	7.322739
12.751963	7.321451
12.761713	7.320159
12.771515	7.318863
12.781381	7.317560
12.791323	7.316249
12.801354	7.314929
12.811488	7.313597
12.821738	7.312253
12.832119	7.310893
12.842645	7.309517
12.853333	7.308122
12.864199	7.306706
12.875262	7.305268
12.886539	7.303804
12.898052	7.302312
12.909821	7.300790
12.921870	7.299235
12.934223	7.297644
12.946907	7.296014
12.959952	7.294341
12.973389	7.292621
12.987252	7.290851
13.001580	7.289026
13.016413	7.287142
13.031798	7.285192
13.047784	7.283171
13.064427	7.281073
13.081790	7.278891
13.099941	7.276617
13.118957	7.274242
13.138926	7.271756
13.159945	7.269149
13.182126	7.266409
13.205594	7.263520
13.230493	7.260469
13.256990	7.257237
13.285274	7.253804
13.315566	7.250146
13.348123	7.246237
13.383248	7.242047
13.421295	7.237538
13.462687	7.232669
13.507930	7.227391
13.557630	7.221646
13.612527	7.215364
13.673526	7.208465
13.741743	7.200850
13.818574	7.192402
13.905776	7.182982
14.005584	7.172422
14.120868	7.160527
14.255344	7.147071
14.413842	7.131813
14.602630	7.114529
14.829688	7.095107
15.104660	7.073779
15.437541	7.051643
15.833771	7.031795
16.280790	7.021409
16.721610	7.034041
17.033273	7.087275
17.078436	7.188239
16.837569	7.318976
16.431076	7.449502
15.992620	7.561204
15.593425	7.650173
15.254077	7.719447
