172.82 91.52 88.49 165.32 167.57 84.23 1 
172.97 91.34 88.67 164.41 167.63 83.82 1 
172.59 91.05 88.97 164.07 167.56 83.24 1 
172.58 90.96 89.05 163.65 167.39 84.28 1 
171.99 90.97 89.04 163.28 167.18 83.66 1 
171.50 90.69 89.32 163.13 167.23 83.26 1 
168.31 90.02 90.00 164.03 167.28 79.98 1 
168.01 89.92 90.10 164.15 167.24 79.76 1 
168.83 90.24 89.78 165.12 167.09 79.69 1 
169.25 90.33 89.68 165.75 166.99 80.73 1 
169.36 90.39 89.62 166.01 167.02 80.71 1 
169.43 90.61 89.40 166.10 166.64 80.85 1 
170.81 90.85 89.17 166.46 166.69 81.19 1 
171.74 91.28 88.74 166.81 166.70 81.24 1 
171.50 91.54 88.48 166.64 166.61 82.20 1 
172.10 91.95 88.06 166.43 166.39 82.62 1 
176.71 93.14 86.87 166.50 165.63 85.88 1 
176.73 92.73 87.28 166.36 165.34 87.28 1 
176.46 92.48 87.54 165.69 163.20 85.96 1 
175.97 92.37 87.64 165.15 163.74 85.23 1 
175.35 92.24 87.78 164.98 164.37 83.92 1 
177.03 92.65 87.36 164.39 165.49 84.72 1 
173.55 94.20 85.81 164.14 165.32 82.49 1 
170.85 94.94 85.07 164.13 165.26 80.42 1 
170.04 95.19 84.82 164.08 165.22 78.42 1 
175.23 93.90 86.12 165.33 165.60 83.46 1 
176.61 93.25 86.76 165.00 165.28 86.09 1 
175.84 92.91 87.11 165.14 165.10 84.30 1 
175.49 92.70 87.31 165.18 165.75 84.88 1 
174.99 92.68 87.33 165.80 166.01 84.83 1 
174.56 92.51 87.50 166.28 166.20 82.86 1 
175.79 92.80 87.21 166.52 166.46 83.75 1 
175.12 92.57 87.44 166.66 165.21 83.70 1 
175.15 92.38 87.63 166.82 165.20 84.93 1 
174.91 92.18 87.84 166.86 165.30 83.60 1 
175.72 92.26 87.76 166.77 165.28 84.70 1 
176.07 92.32 87.69 166.67 165.07 85.54 1 
176.07 92.47 87.54 166.71 164.76 84.61 1 
175.93 92.54 87.47 166.67 164.31 84.19 1 
175.61 92.58 87.44 166.83 164.05 86.69 1 
175.48 92.45 87.56 166.81 163.99 86.10 1 
175.05 92.27 87.75 166.87 163.44 84.08 1 
174.71 92.04 87.97 166.82 163.50 85.25 1 
173.83 91.85 88.16 166.93 163.48 84.34 1 
173.29 91.83 88.18 167.03 163.72 83.55 1 
173.17 91.93 88.09 167.00 164.30 84.13 1 
173.28 91.82 88.19 166.86 164.86 84.09 1 
173.53 91.77 88.24 166.86 165.24 83.85 1 
173.43 91.51 88.51 166.90 166.54 82.54 1 
172.93 91.48 88.53 166.54 166.37 82.81 1 
173.13 91.58 88.44 166.44 166.37 82.76 1 
173.57 91.55 88.46 166.47 166.58 83.91 1 
174.06 91.54 88.47 166.38 166.66 83.85 1 
174.54 91.61 88.40 166.58 166.73 82.76 1 
177.36 92.53 87.48 166.64 166.94 84.45 1 
175.47 92.31 87.70 166.75 167.01 84.83 1 
174.49 92.24 87.77 166.89 167.07 83.47 1 
176.91 91.72 88.30 166.83 167.25 86.20 1 
177.63 91.51 88.50 166.82 167.41 85.66 1 
177.60 91.25 88.77 167.25 167.31 85.78 1 
178.32 91.28 88.73 167.42 167.45 85.31 1 
178.01 91.07 88.94 167.56 167.66 86.67 1 
177.16 91.04 88.98 167.71 167.51 84.37 1 
172.92 90.74 89.28 168.68 167.31 81.39 1 
171.67 91.04 88.97 169.09 167.21 80.08 1 
174.37 91.28 88.73 169.23 167.52 81.70 1 
173.66 91.25 88.76 169.31 167.83 80.62 1 
175.12 91.24 88.77 169.37 168.40 82.01 1 
176.31 91.25 88.76 169.28 168.41 83.69 1 
175.73 91.42 88.60 169.32 168.13 81.89 1 
175.42 91.54 88.47 169.08 168.05 81.12 1 
174.37 91.78 88.24 168.45 168.09 80.63 1 
175.53 91.91 88.10 167.84 167.82 81.71 1 
174.61 92.06 87.95 167.16 167.95 80.28 1 
174.53 91.99 88.03 166.48 168.04 80.69 1 
174.14 92.02 87.99 166.03 167.97 80.20 1 
173.38 92.01 88.00 165.66 168.23 79.89 1 
173.45 91.93 88.09 165.49 168.38 79.84 1 
173.47 91.90 88.12 165.42 168.29 80.64 1 
172.63 91.87 88.15 165.47 168.15 79.92 1 
172.40 91.75 88.26 165.63 168.15 78.44 1 
172.02 91.94 88.07 166.04 168.34 78.35 1 
171.65 92.02 87.99 166.40 168.15 78.63 1 
171.61 92.03 87.98 166.69 167.93 78.80 1 
172.11 92.00 88.01 167.01 167.70 78.37 1 
172.17 91.99 88.03 167.42 167.24 78.49 1 
172.48 92.00 88.02 167.69 167.09 78.87 1 
172.50 92.07 87.95 167.87 167.34 79.67 1 
172.35 92.30 87.71 168.07 169.15 79.73 1 
172.82 92.36 87.65 168.17 170.67 78.92 1 
173.44 93.19 86.83 168.26 170.09 80.03 1 
174.42 93.68 86.33 168.38 170.43 81.03 1 
174.69 92.73 87.28 168.38 170.75 81.07 1 
175.22 92.62 87.39 168.31 170.57 81.08 1 
176.25 92.46 87.55 168.25 170.66 82.61 1 
176.24 92.60 87.41 168.57 170.38 81.68 1 
176.06 92.74 87.27 168.76 170.45 81.47 1 
175.54 92.69 87.32 168.96 170.06 82.27 1 
175.27 93.04 86.98 168.96 169.99 81.31 1 
174.95 93.14 86.87 168.88 170.00 82.18 1 
174.76 92.97 87.05 168.92 169.82 82.11 1 
174.77 92.82 87.20 168.78 169.86 81.11 1 
174.69 92.88 87.13 168.30 169.71 81.41 1 
174.61 92.79 87.22 167.94 170.05 81.30 1 
174.61 92.84 87.18 167.91 169.77 81.41 1 
174.35 93.06 86.96 167.53 169.65 80.57 1 
174.23 93.12 86.90 167.54 169.36 80.31 1 
174.10 93.24 86.77 167.62 169.15 80.59 1 
174.00 93.24 86.77 167.76 169.15 80.59 1 
173.87 93.36 86.65 168.25 169.04 80.20 1 
173.73 93.38 86.64 168.61 169.03 80.04 1 
173.59 93.55 86.46 169.04 169.34 80.63 1 
173.24 93.59 86.42 169.06 169.09 79.43 1 
173.06 93.71 86.31 168.74 168.78 80.12 1 
172.88 93.82 86.19 169.12 168.57 79.07 1 
172.83 93.93 86.08 169.50 168.51 79.12 1 
172.57 94.05 85.96 169.63 169.78 79.40 1 
172.63 94.10 85.92 170.00 168.78 78.98 1 
172.65 94.08 85.93 169.61 168.40 79.93 1 
172.67 93.90 86.11 169.09 168.08 79.27 1 
172.65 93.82 86.20 168.78 167.79 78.60 1 
172.55 93.77 86.25 168.38 166.89 79.25 1 
172.30 93.71 86.30 168.42 167.12 78.45 1 
172.19 93.67 86.34 168.61 167.01 78.70 1 
172.47 93.63 86.38 168.59 166.87 78.79 1 
172.55 93.49 86.53 168.22 167.06 78.86 1 
172.69 93.63 86.38 168.16 166.52 79.46 1 
172.58 93.65 86.36 168.09 166.38 79.35 1 
172.64 93.59 86.42 167.62 166.43 78.65 1 
172.49 93.60 86.42 167.34 166.32 79.14 1 
172.32 93.52 86.49 166.90 166.46 78.38 1 
172.34 93.40 86.62 166.81 166.59 79.30 1 
172.40 93.28 86.73 166.74 166.96 78.99 1 
172.25 93.27 86.75 166.33 167.01 78.83 1 
171.85 93.28 86.73 165.69 167.09 78.10 1 
171.27 93.22 86.79 165.62 167.11 78.19 1 
170.20 93.05 86.97 165.52 167.04 77.32 1 
170.19 93.22 86.79 165.61 167.04 77.33 1 
170.34 93.36 86.65 165.67 167.14 77.80 1 
170.57 93.46 86.55 165.81 167.27 77.71 1 
170.75 93.58 86.44 165.89 167.26 78.03 1 
170.90 93.70 86.31 165.99 167.18 78.41 1 
171.16 93.76 86.26 166.11 167.11 77.69 1 
171.10 93.76 86.25 166.21 167.03 78.02 1 
170.86 93.84 86.17 166.47 166.68 78.28 1 
170.11 93.52 86.49 166.70 166.51 78.17 1 
170.22 92.10 87.92 166.58 166.21 79.20 1 
170.77 91.31 88.71 166.66 165.86 79.00 1 
171.34 91.69 88.33 167.21 165.40 79.96 1 
171.48 91.08 88.93 167.40 165.72 79.93 1 
171.77 90.83 89.18 166.32 165.41 79.57 1 
171.58 90.12 89.90 167.09 165.37 78.59 1 
171.20 90.07 89.94 167.15 165.13 77.97 1 
170.94 90.89 89.13 167.64 164.52 77.45 1 
171.24 91.16 88.85 166.55 164.91 77.29 1 
171.54 91.36 88.65 165.82 165.49 78.18 1 
171.28 90.47 89.54 164.44 165.55 77.02 1 
170.84 90.42 89.60 163.99 165.41 76.51 1 
170.89 90.78 89.24 163.36 165.17 76.38 1 
171.10 90.95 89.06 164.09 164.92 76.90 1 
172.01 91.26 88.75 163.42 164.41 77.77 1 
172.36 91.34 88.67 162.49 164.36 78.29 1 
173.11 90.74 89.27 161.45 164.54 78.09 1 
173.90 90.27 89.74 161.25 165.16 78.80 1 
174.82 89.82 90.19 162.17 165.51 79.30 1 
175.00 89.48 90.54 163.48 165.63 80.65 1 
175.13 90.27 89.74 162.02 164.57 80.20 1 
175.01 90.23 89.79 161.69 164.36 79.75 1 
175.07 89.89 90.13 161.92 163.56 80.41 1 
174.69 90.82 89.19 162.07 163.10 79.86 1 
175.54 90.09 89.93 162.57 162.35 80.29 1 
174.12 91.67 88.35 163.28 161.72 79.52 1 
173.83 92.09 87.92 162.74 161.31 78.87 1 
172.83 92.67 87.34 162.44 161.11 78.09 1 
173.03 92.63 87.38 163.11 160.90 78.27 1 
174.38 91.29 88.73 163.43 161.21 79.65 1 
174.80 90.78 89.24 163.79 161.19 79.75 1 
175.04 90.62 89.40 163.48 161.15 79.66 1 
174.33 91.46 88.55 163.63 160.70 79.45 1 
174.60 91.15 88.87 163.35 160.94 79.88 1 
174.66 91.08 88.93 163.23 161.35 80.74 1 
175.08 90.89 89.12 162.93 161.81 80.40 1 
175.66 90.80 89.21 162.69 162.07 81.53 1 
176.60 90.64 89.37 161.86 162.17 81.30 1 
177.24 91.47 88.54 161.49 161.44 81.84 1 
177.51 91.11 88.91 161.73 161.77 81.81 1 
177.45 91.13 88.88 162.42 161.83 81.13 1 
177.75 91.03 88.99 162.27 161.91 81.11 1 
177.89 90.91 89.10 162.47 162.10 82.48 1 
178.16 90.86 89.15 162.45 162.16 82.55 1 
178.13 90.81 89.20 162.57 162.36 81.74 1 
178.13 90.69 89.32 162.44 162.62 81.86 1 
177.88 90.87 89.15 162.34 162.64 82.02 1 
177.88 91.03 88.98 161.70 162.52 81.45 1 
177.91 91.08 88.94 160.78 162.39 81.11 1 
178.02 91.02 89.00 159.94 162.28 80.96 1 
177.90 91.19 88.82 159.94 161.76 80.72 1 
177.64 91.29 88.72 159.54 161.44 81.59 1 
177.84 91.32 88.70 158.88 160.92 80.63 1 
177.67 91.26 88.75 159.22 160.99 81.17 1 
177.52 91.09 88.92 159.50 161.23 80.50 1 
177.13 90.87 89.14 160.01 161.96 81.71 1 
176.51 90.47 89.54 160.25 163.13 81.07 1 
176.65 90.17 89.84 160.02 163.66 81.70 1 
176.96 90.06 89.96 160.07 162.83 80.98 1 
177.25 89.99 90.02 159.73 162.32 82.49 1 
177.60 89.96 90.06 159.44 162.26 82.45 1 
177.88 89.87 90.14 159.10 163.07 82.92 1 
177.92 90.08 89.94 159.16 163.66 83.01 1 
178.58 90.05 89.96 159.31 163.69 83.49 1 
179.07 90.06 89.95 159.73 164.13 84.01 1 
178.63 90.45 89.56 161.05 164.59 83.98 1 
178.65 90.68 89.33 161.86 164.60 82.96 1 
179.03 90.72 89.29 162.20 164.61 82.79 1 
178.91 90.85 89.17 162.93 164.29 84.54 1 
179.30 90.52 89.50 162.25 164.30 83.44 1 
179.52 90.37 89.64 162.00 164.81 84.76 1 
179.45 90.40 89.61 162.24 164.73 83.25 1 
179.58 90.30 89.72 161.98 164.73 83.84 1 
179.54 90.26 89.75 161.69 163.73 84.90 1 
179.52 90.33 89.68 161.37 163.81 84.89 1 
179.63 90.27 89.74 161.06 163.99 84.40 1 
179.48 90.42 89.59 160.75 163.87 84.81 1 
179.47 90.46 89.55 160.03 163.95 84.68 1 
179.23 90.46 89.55 159.67 163.90 84.32 1 
179.21 90.62 89.40 159.60 163.84 84.44 1 
179.06 90.83 89.19 159.48 163.81 83.28 1 
178.62 91.31 88.71 159.87 163.53 84.20 1 
177.62 92.08 87.93 160.40 163.53 82.24 1 
177.77 91.84 88.18 160.58 163.49 82.08 1 
178.14 91.68 88.34 161.14 163.96 82.09 1 
177.69 91.85 88.17 163.01 164.30 81.97 1 
177.40 92.03 87.98 164.22 164.18 83.23 1 
177.50 91.96 88.06 165.02 164.64 82.22 1 
176.90 92.47 87.54 166.57 163.67 82.17 1 
176.37 92.86 87.16 168.16 164.11 82.51 1 
176.86 92.34 87.67 168.15 163.95 81.59 1 
177.19 92.04 87.97 167.84 164.44 83.14 1 
177.38 91.52 88.49 168.00 165.05 81.74 1 
176.81 92.27 87.75 168.54 165.20 81.62 1 
177.15 92.01 88.00 168.25 165.38 82.50 1 
177.16 92.03 87.98 168.15 165.93 82.37 1 
176.29 92.75 87.26 168.88 166.24 81.31 1 
175.98 93.00 87.01 169.42 164.81 82.03 1 
175.51 93.50 86.51 169.68 163.98 82.15 1 
175.63 93.45 86.57 169.76 163.75 81.07 1 
175.73 93.30 86.71 168.61 163.36 82.57 1 
175.38 93.59 86.42 167.60 162.52 81.15 1 
175.24 93.75 86.26 166.49 162.54 81.15 1 
175.19 93.81 86.20 165.67 162.65 81.16 1 
175.10 93.92 86.10 165.51 162.60 81.74 1 
175.14 93.90 86.11 165.48 162.62 81.15 1 
175.29 93.86 86.15 166.35 162.56 81.67 1 
175.42 93.66 86.36 166.30 162.55 82.73 1 
175.45 93.44 86.57 166.09 162.39 81.73 1 
175.31 93.47 86.55 166.07 162.02 82.56 1 
175.16 93.55 86.47 166.04 161.78 80.94 1 
175.05 93.47 86.54 165.94 161.61 81.08 1 
175.18 93.41 86.60 165.76 161.50 80.89 1 
175.47 93.34 86.68 164.81 161.81 80.84 1 
176.05 93.26 86.75 162.35 161.57 80.97 1 
175.78 93.58 86.44 163.04 161.46 81.55 1 
175.50 93.81 86.20 163.65 161.45 80.64 1 
175.50 93.91 86.10 163.96 161.34 80.66 1 
175.57 93.96 86.05 163.85 161.21 81.77 1 
175.59 93.94 86.07 163.56 161.24 81.93 1 
175.25 94.11 85.90 164.52 162.23 81.16 1 
174.84 94.32 85.69 165.78 162.22 81.49 1 
174.95 94.23 85.79 164.92 162.24 82.07 1 
175.04 94.07 85.94 164.42 162.09 80.77 1 
175.33 93.80 86.21 164.44 161.80 81.39 1 
175.66 93.52 86.49 164.01 161.44 82.17 1 
175.95 93.21 86.80 163.52 161.89 81.93 1 
176.71 91.92 88.09 157.76 162.27 82.54 1 
176.74 91.77 88.25 158.11 162.34 81.25 1 
176.78 91.70 88.31 158.36 162.54 82.63 1 
176.58 91.65 88.37 158.60 162.94 81.43 1 
176.04 91.19 88.83 158.78 163.21 81.14 1 
175.72 91.32 88.69 160.40 162.70 80.25 1 
175.38 91.40 88.61 161.08 161.84 80.06 1 
174.83 91.34 88.67 161.43 160.81 79.27 1 
174.21 91.53 88.48 161.64 159.93 78.78 1 
173.53 91.61 88.41 161.94 159.16 78.57 1 
173.38 91.54 88.47 161.26 158.59 77.90 1 
173.05 91.43 88.58 159.52 157.71 78.20 1 
172.29 91.37 88.64 159.58 156.77 77.47 1 
172.22 91.37 88.65 159.66 156.18 77.25 1 
171.80 91.39 88.62 159.68 155.70 76.34 1 
171.74 91.49 88.52 159.92 155.34 76.13 1 
171.86 92.06 87.96 160.23 155.01 76.94 1 
171.80 91.90 88.12 160.05 154.86 76.84 1 
171.58 91.98 88.03 159.90 154.93 76.21 1 
171.68 92.17 87.84 159.94 156.32 76.40 1 
171.82 92.16 87.85 160.01 157.45 76.38 1 
172.16 92.03 87.99 158.86 157.63 76.97 1 
172.06 92.17 87.85 159.01 158.30 76.62 1 
172.19 92.36 87.65 159.00 158.95 76.56 1 
172.49 92.28 87.74 158.88 159.43 77.32 1 
172.61 92.09 87.93 159.03 159.76 77.35 1 
172.74 91.79 88.23 158.92 160.10 77.09 1 
172.79 91.78 88.23 158.73 160.31 76.80 1 
173.01 91.81 88.20 158.61 161.64 77.17 1 
172.91 92.00 88.01 158.80 162.70 76.96 1 
173.01 91.88 88.13 158.74 163.19 76.83 1 
173.18 92.01 88.01 158.74 163.37 77.03 1 
173.06 92.14 87.87 158.83 163.43 77.38 1 
172.88 92.38 87.63 159.75 162.72 77.64 1 
172.63 92.36 87.65 160.42 162.10 77.00 1 
172.37 92.28 87.73 160.70 162.00 76.73 1 
172.08 92.26 87.76 161.01 161.83 77.20 1 
171.78 92.24 87.78 161.28 161.75 77.09 1 
171.81 92.29 87.72 161.23 161.47 77.28 1 
172.54 92.16 87.85 159.58 161.21 77.21 1 
172.43 92.12 87.90 159.59 161.13 77.12 1 
172.36 92.20 87.81 159.25 161.05 76.74 1 
172.50 92.28 87.73 159.05 160.66 76.98 1 
172.58 92.21 87.81 158.61 161.68 76.64 1 
173.01 92.18 87.83 157.65 162.03 76.79 1 
173.05 92.28 87.74 157.19 162.74 77.09 1 
173.25 92.38 87.63 156.83 163.09 77.05 1 
174.18 92.10 87.92 156.53 163.37 77.42 1 
174.85 92.23 87.78 155.44 163.43 77.60 1 
175.49 91.87 88.14 156.31 163.11 78.43 1 
175.93 91.56 88.45 156.89 162.37 78.42 1 
176.38 91.38 88.63 156.83 162.48 79.56 1 
178.33 91.49 88.52 156.99 161.80 80.98 1 
178.34 91.63 88.38 157.38 161.45 82.53 1 
177.79 91.76 88.25 157.98 161.44 81.89 1 
177.04 92.02 88.00 158.54 162.12 80.82 1 
176.72 92.13 87.88 158.87 161.84 80.78 1 
176.92 92.77 87.24 159.01 161.85 81.41 1 
177.00 92.63 87.39 159.10 160.99 80.65 1 
176.78 93.12 86.89 159.71 160.95 81.53 1 
176.36 93.42 86.60 160.42 161.15 82.13 1 
176.22 93.68 86.33 160.32 161.22 82.51 1 
176.00 93.90 86.11 160.52 161.28 81.70 1 
175.53 94.47 85.54 160.71 161.54 82.87 1 
175.11 94.61 85.40 160.90 161.67 83.68 1 
175.12 94.48 85.53 161.08 161.71 83.53 1 
175.00 94.52 85.49 161.38 161.67 83.52 1 
175.28 94.19 85.83 161.49 161.98 83.04 1 
175.53 93.80 86.21 161.59 162.36 83.15 1 
175.76 93.57 86.44 161.95 162.56 84.05 1 
176.32 93.33 86.68 162.51 162.77 84.00 1 
176.29 93.21 86.80 162.77 162.92 83.55 1 
176.55 93.00 87.02 163.82 163.04 83.08 1 
176.70 92.73 87.28 163.72 163.14 84.68 1 
176.69 92.49 87.52 163.71 163.17 83.95 1 
176.81 92.25 87.76 164.00 163.30 84.17 1 
176.92 92.12 87.89 164.16 163.32 84.32 1 
176.92 92.15 87.86 164.29 163.38 84.51 1 
176.94 92.16 87.86 164.30 163.50 85.44 1 
176.74 92.21 87.81 164.42 163.42 84.10 1 
176.74 92.13 87.89 164.23 163.71 83.83 1 
176.92 92.02 87.99 163.91 163.90 84.17 1 
176.82 92.22 87.79 164.04 163.59 83.76 1 
177.02 92.32 87.69 164.73 163.51 84.13 1 
177.20 92.32 87.69 164.99 163.71 84.08 1 
177.14 92.44 87.57 165.12 163.78 83.18 1 
177.06 92.60 87.41 165.40 163.59 83.94 1 
177.09 92.71 87.30 165.62 163.26 83.13 1 
177.04 92.82 87.19 165.86 162.67 84.35 1 
177.05 92.85 87.16 165.88 162.13 82.48 1 
177.04 92.91 87.11 165.89 161.61 84.19 1 
177.20 92.80 87.22 165.86 161.27 82.56 1 
177.62 92.38 87.64 165.76 161.35 83.00 1 
178.59 91.28 88.74 165.91 161.63 82.11 1 
178.83 90.65 89.36 165.70 161.92 82.86 1 
179.52 89.60 90.42 164.77 161.55 83.20 1 
178.30 88.30 91.72 163.31 161.75 82.04 1 
178.17 88.17 91.85 162.72 163.35 83.21 1 
178.92 88.94 91.07 163.54 162.17 82.06 1 
178.53 88.54 91.48 163.56 161.77 81.92 1 
