0,176.38,91.51,88.51,168.33,166.69,80.83,cluster0
1,175.48,90.62,89.4,165.83,168.51,80.65,cluster0
2,175.01,89.57,90.44,164.09,169.12,79.62,cluster0
3,174.94,89.48,90.54,162.72,168.87,79.82,cluster0
4,173.86,89.04,90.97,159.01,169.47,79.73,cluster0
5,173.25,88.78,91.23,158.62,170.34,79.59,cluster0
6,173.7,88.41,91.6,158.01,170.19,79.97,cluster0
7,173.71,88.59,91.42,157.89,169.9,80.35,cluster0
8,174.23,88.32,91.69,157.61,169.9,80.5,cluster0
9,173.62,87.75,92.26,157.08,169.98,79.98,cluster0
10,178.95,89.29,90.72,156.73,169.71,84.14,cluster0
11,178.44,88.99,91.02,156.53,169.43,85.13,cluster0
12,173.81,89.26,90.75,157.07,169.84,83.83,cluster0
13,173.21,89.04,90.97,157.58,169.98,83.49,cluster0
14,178.21,88.67,91.34,158.05,170.17,84.81,cluster0
15,178.01,88.85,91.17,158.77,170.23,87.68,cluster0
16,178.27,88.98,91.03,158.96,170.07,85.33,cluster0
17,175.56,89.17,90.84,160.53,170.47,84.22,cluster0
18,175.96,87.17,92.85,160.83,172.34,84.81,cluster0
19,175.58,88.09,91.92,160.83,171.73,83.68,cluster0
20,176.36,88.76,91.26,161.06,171.79,86.8,cluster0
21,178.63,88.84,91.17,161.35,171.49,85.81,cluster0
22,179.52,89.57,90.44,161.72,171.48,85.02,cluster0
23,178.49,90.94,89.07,162.7,171.16,85.42,cluster0
24,177.92,91.1,88.91,163.36,170.51,87.42,cluster0
25,178.76,90.99,89.03,163.8,170.3,87.7,cluster0
26,176.8,90.33,89.68,163.97,170.27,85.77,cluster0
27,175.54,90.05,89.97,164.05,170.13,83.85,cluster0
28,175.58,90.12,89.89,164.51,169.91,83.48,cluster0
29,176.05,91,89.01,165.37,169.78,84.19,cluster0
30,176.3,91.23,88.79,165.6,169.46,84.67,cluster0
31,178.13,91.3,88.71,165.65,170.03,86.79,cluster0
32,178.31,91.08,88.93,164.92,170.26,85.55,cluster0
33,177.46,90.9,89.12,164.39,170.01,85.98,cluster0
34,176.65,89.96,90.06,163.39,170.2,84.59,cluster0
35,175.24,89.23,90.78,163.72,170.4,87.62,cluster0
36,174.38,88.96,91.05,163.87,170.08,86.06,cluster0
37,173.2,88.54,91.48,163.98,169.27,86.51,cluster0
38,171.76,88.25,91.76,164.21,167.79,86,cluster0
39,173.33,90.26,89.75,165.85,162.17,85.04,cluster0
40,175.75,90.97,89.05,167.22,159.21,85.53,cluster0
41,177.72,92.18,87.83,167.41,154.35,88.12,cluster0
42,177.88,91.86,88.15,166.84,156.33,85.74,cluster0
43,177.86,92.07,87.94,167.02,159.44,85.36,cluster0
44,177.53,92.42,87.59,166.85,161.54,85.13,cluster0
45,177.32,92.57,87.44,165.86,164.18,85.56,cluster0
46,177.01,92.9,87.11,165.14,162.65,84.57,cluster0
47,176.16,93.43,86.59,166.21,162.36,84.71,cluster0
48,174.89,93.93,86.08,166.34,162.19,86.07,cluster0
49,175.09,93.91,86.11,165.92,161.58,86.75,cluster0
50,175.64,93.4,86.61,165.58,166.02,88.06,cluster0
51,175.56,93.37,86.64,165.88,166.51,85.34,cluster0
52,175.55,93.27,86.74,166.14,167.06,86.07,cluster0
53,174.49,93.95,86.06,166.59,167.36,84.38,cluster0
54,174.97,93.97,86.05,166.91,166.33,85.65,cluster0
55,174.66,94.23,85.78,166.06,165.66,83.93,cluster0
56,174.36,94.24,85.78,165.88,165.23,83.64,cluster0
57,174.63,93.73,86.29,165.84,128.95,86.12,cluster1
58,173.14,93.89,86.12,165.43,130.76,85.01,cluster1
59,173.05,93.54,86.48,165.29,132.98,85.12,cluster1
60,171.79,94.06,85.95,165.61,137.63,82.99,cluster1
61,171.67,94.09,85.92,166,161.74,82.95,cluster0
62,171.13,94.38,85.64,166.39,161.79,83.66,cluster0
63,171.59,94.02,85.99,165.77,161.74,82.81,cluster0
64,171.96,93.95,86.06,165.1,161.71,83.53,cluster0
65,172.11,93.82,86.19,164.57,161.95,84.5,cluster0
66,171.88,93.67,86.35,164.42,163.15,84.06,cluster0
67,174.31,92.23,87.78,164.08,164.04,84.68,cluster0
68,177.12,91.67,88.34,164.74,168.89,86.86,cluster0
69,177.92,91.76,88.25,164.71,166.72,87.02,cluster0
70,177.3,91.58,88.43,164.51,167.26,85.03,cluster0
71,176.71,91.43,88.58,164.36,169.1,85.58,cluster0
72,176.97,91.68,88.33,166.05,168.55,84.36,cluster0
73,177.49,91.47,88.54,165.21,168.72,86.34,cluster0
74,176.89,91.17,88.85,164.93,168.43,85.99,cluster0
75,172.76,90.64,89.38,164.86,167.91,83.5,cluster0
76,172.35,90.21,89.8,164.74,167.77,82.19,cluster0
77,173.57,90.21,89.8,164.74,167.8,83.63,cluster0
78,174.3,90.54,89.47,165.11,168.01,82.79,cluster0
79,173.63,90.64,89.38,165.4,167.98,83.94,cluster0
80,173.93,90.79,89.23,165.9,168.06,83.06,cluster0
81,173.77,90.84,89.17,166.18,168.11,83.81,cluster0
82,173.91,90.94,89.07,166.31,168.2,82.59,cluster0
83,177.41,92.2,87.81,166.42,167.94,84.48,cluster0
84,175.55,91.89,88.12,166.58,167.79,83.8,cluster0
85,174.16,91.6,88.41,166.69,167.97,84.15,cluster0
86,173.93,91.36,88.65,166.94,168.3,84.3,cluster0
87,173.72,91.32,88.7,167.23,168.54,82.08,cluster0
88,173.6,91.17,88.84,164.52,168.51,82.75,cluster0
89,173.53,91.1,88.91,163.04,168.27,83.17,cluster0
90,173.8,91.18,88.83,163.76,168.32,83.51,cluster0
91,170.03,90.98,89.03,162.53,167.7,81.1,cluster0
92,172.25,91.25,88.76,163.91,167.95,81.83,cluster0
93,172.61,91.06,88.95,164.73,168.02,82.15,cluster0
94,172.81,91.03,88.99,165.25,167.9,82.97,cluster0
95,172.79,91.07,88.94,165.71,167.72,82.82,cluster0
96,172.25,90.95,89.07,165.99,167.61,81.75,cluster0
97,171.87,91.04,88.98,166.12,167.58,81.57,cluster0
98,171.58,90.93,89.08,166,166.91,81.74,cluster0
99,170.29,90.67,89.35,165.54,164.51,81.04,cluster0
100,169.87,90.61,89.4,165.41,164.99,80.49,cluster0
101,169.16,90.27,89.75,165.42,164.87,81,cluster0
102,169.05,90.32,89.7,165.29,164.9,79.84,cluster0
103,168.92,90.52,89.5,165.35,165.01,80.76,cluster0
104,171.44,91.44,88.57,165.11,165.2,81.94,cluster0
105,171.19,91.17,88.85,164.84,165.46,82.58,cluster0
106,171.63,91.07,88.94,164.61,165.79,83.14,cluster0
107,172.47,91.37,88.65,164.56,165.83,82.48,cluster0
108,172.91,91.3,88.71,164.46,166,83.87,cluster0
109,173.75,91.33,88.68,164.77,166.21,83.68,cluster0
110,175.82,91.67,88.35,164.87,166.52,86.44,cluster0
111,177.37,92.09,87.92,165.43,166.72,85.02,cluster0
112,178.01,91.79,88.22,165.84,166.9,84.93,cluster0
113,177.58,91.63,88.38,166.45,166.96,85.79,cluster0
114,177.68,91.61,88.4,167.15,166.58,85.83,cluster0
115,176.93,91.39,88.62,166.19,165.87,84.8,cluster0
116,176.61,91.78,88.23,167.28,165.77,84.59,cluster0
117,176.57,91.91,88.11,167.77,165.68,86.11,cluster0
118,176.12,91.63,88.38,167.35,165.2,86.53,cluster0
119,176.22,91.68,88.33,167.79,165.29,85.2,cluster0
