-1.00	-1.00	-1.00	-1.00	-1.00	-1.00	-1.00	78.47
174.55	90.20	89.82	167.06	166.06	115.38	158.29	79.21
174.86	89.14	90.87	164.98	169.05	114.93	157.92	80.30
175.00	88.82	91.19	165.15	169.73	115.82	156.83	80.76
176.57	88.96	91.05	162.58	167.56	113.80	155.04	80.34
175.11	88.71	91.30	163.92	170.12	111.39	154.82	80.15
175.64	89.64	90.37	165.00	171.18	114.98	150.64	80.23
176.62	92.15	87.86	165.25	166.55	115.30	150.93	80.99
174.05	92.09	87.93	165.61	172.80	118.61	147.73	80.44
173.52	90.10	89.91	160.11	172.37	114.96	149.18	79.67
171.65	89.35	90.66	165.26	175.56	117.59	148.60	78.37
168.36	86.39	93.62	165.77	165.01	117.09	148.37	77.16
169.25	86.69	93.33	165.88	165.65	116.66	148.44	78.03
168.72	86.74	93.27	165.58	167.13	114.79	151.10	79.22
169.63	87.46	92.56	166.79	167.80	116.82	149.46	79.00
170.03	87.87	92.14	165.75	168.13	117.55	148.27	78.54
170.23	87.78	92.23	162.20	169.24	116.58	147.95	79.29
170.65	89.18	90.83	164.74	170.20	117.34	145.17	78.18
168.85	92.78	87.24	170.08	171.40	122.17	139.80	76.93
170.75	92.39	87.62	169.24	173.22	121.94	141.32	77.02
174.44	91.28	88.73	167.52	172.36	122.04	143.83	79.27
173.95	90.26	89.76	161.36	170.63	124.03	142.92	79.12
171.17	88.93	91.09	163.99	168.09	122.43	145.67	78.98
172.65	89.88	90.13	167.01	169.95	122.44	143.58	78.79
175.19	88.86	91.15	159.10	169.98	121.39	141.53	79.28
173.63	87.95	92.07	156.14	170.78	120.20	142.94	80.13
174.97	88.37	91.65	160.66	174.39	122.91	141.33	80.03
174.76	91.05	88.96	166.74	177.50	123.31	139.78	78.31
172.82	92.44	87.57	169.65	171.35	121.06	138.61	78.21
174.88	92.17	87.84	170.73	173.87	121.16	139.60	78.40
171.94	92.77	87.25	165.65	174.35	119.35	144.48	76.13
170.29	93.46	86.56	167.75	176.29	118.61	142.74	74.15
169.29	93.94	86.08	168.04	176.68	118.56	148.17	72.63
167.83	92.88	87.13	166.06	177.33	118.42	147.91	71.45
164.96	91.45	88.56	156.57	178.63	116.85	149.71	69.71
163.47	92.61	87.40	159.84	129.52	115.84	148.53	67.77
162.69	94.64	85.38	164.46	142.20	115.22	143.81	66.33
162.07	96.12	83.89	162.86	146.00	112.24	141.79	65.20
168.97	95.98	84.03	166.91	144.94	111.80	142.10	69.16
173.43	93.13	86.89	155.62	133.79	106.44	148.83	71.82
174.44	93.54	86.47	153.07	134.65	104.57	150.42	73.56
175.69	92.54	87.47	150.54	134.09	103.49	148.94	73.89
177.12	91.06	88.96	145.48	134.24	101.06	145.14	74.34
173.43	87.50	92.51	148.96	134.10	105.36	143.31	71.98
173.60	88.15	91.87	157.85	130.69	105.56	143.40	71.01
174.18	88.11	91.90	162.03	134.18	108.22	142.61	70.83
172.55	88.34	91.67	167.23	135.21	112.71	142.52	68.69
172.63	90.84	89.17	171.79	136.32	110.08	148.08	68.59
173.18	93.84	86.17	168.50	136.83	107.62	149.67	68.93
169.05	94.44	85.57	168.86	134.19	107.08	150.66	65.29
164.69	91.48	88.53	166.15	131.67	104.26	150.23	61.60
162.59	92.48	87.54	157.80	132.42	109.64	147.68	59.75
165.20	97.02	83.00	163.27	128.89	117.69	141.75	60.37
163.84	96.56	83.45	163.16	131.60	114.86	143.46	59.09
160.26	95.67	84.34	163.15	135.72	113.22	146.74	57.25
161.79	95.53	84.49	157.67	135.26	116.65	147.28	57.89
161.28	96.51	83.50	152.61	137.31	117.82	145.91	57.92
158.56	101.70	78.31	149.23	139.72	117.13	137.28	55.27
159.32	105.97	74.04	143.22	139.61	119.18	125.07	55.15
159.31	107.18	72.83	139.56	140.59	120.30	119.83	55.06
150.34	91.78	88.23	151.85	144.86	106.89	141.88	55.80
150.50	90.46	89.55	142.85	146.45	106.01	136.61	56.11
158.06	88.59	91.42	135.78	145.50	103.16	133.19	61.91
152.41	88.49	91.53	131.49	148.75	86.30	128.36	58.34
149.68	86.73	93.29	128.40	151.21	90.40	127.01	56.73
146.22	83.20	96.81	126.68	152.53	115.30	120.79	54.40
147.03	81.70	98.31	127.36	151.56	115.08	119.62	54.22
148.90	84.37	95.64	128.97	151.44	114.89	115.88	55.43
149.71	85.43	94.58	129.84	151.47	114.98	90.95	55.89
152.34	88.25	91.77	131.47	150.97	113.35	93.01	57.81
159.04	88.27	91.75	133.81	148.01	112.47	95.22	61.43
161.63	88.01	92.00	134.78	146.56	112.26	95.31	62.67
162.82	88.31	91.71	135.40	146.07	110.83	95.40	63.43
160.72	88.32	91.69	135.15	147.43	111.45	95.33	62.62
160.00	88.78	91.24	135.27	148.10	111.59	96.37	62.15
158.84	89.05	90.96	135.11	148.83	112.26	97.31	61.67
158.02	89.13	90.89	134.99	149.19	113.84	97.84	61.33
157.31	89.42	90.59	134.95	149.49	114.49	98.05	60.94
157.00	89.50	90.52	134.95	149.61	114.23	98.11	60.63
157.18	90.20	89.81	135.23	149.78	114.25	98.13	61.07
158.62	91.50	88.51	136.32	149.73	115.70	98.11	62.00
159.92	92.11	87.91	137.10	149.44	118.90	98.89	62.66
158.78	91.48	88.54	136.65	149.64	119.74	99.20	61.92
158.07	91.06	88.95	136.32	149.79	120.65	101.79	61.19
158.12	90.83	89.18	136.29	149.66	119.73	102.60	61.08
158.83	90.77	89.25	136.70	149.06	119.35	102.23	61.53
159.65	90.79	89.22	137.18	148.34	119.16	101.81	61.57
160.47	90.43	89.58	160.40	147.53	118.57	101.40	61.81
161.20	90.64	89.38	159.67	147.06	118.68	102.38	61.82
161.72	90.66	89.35	158.94	146.75	118.48	102.48	62.16
161.19	89.80	90.21	159.18	146.70	118.40	102.57	61.59
161.26	89.94	90.08	159.01	146.64	118.46	102.33	61.83
161.79	89.79	90.23	158.74	146.34	117.96	102.21	62.03
162.69	89.93	90.08	158.23	145.95	118.32	101.64	62.04
162.79	90.00	90.02	158.15	145.86	118.32	101.49	62.08
162.60	89.87	90.15	158.31	145.85	117.44	96.78	62.28
161.93	89.87	90.14	158.53	146.01	116.67	98.47	61.55
161.22	89.88	90.13	158.79	146.29	116.32	98.63	61.27
160.89	89.84	90.17	158.95	146.38	115.65	95.55	61.11
160.73	89.85	90.16	158.96	146.41	115.41	97.08	61.01
160.86	89.43	90.58	158.79	146.20	115.82	97.97	60.78
160.58	89.10	90.92	158.85	146.21	116.00	98.40	60.69
161.56	88.75	91.27	158.15	145.80	116.23	98.53	61.04
160.87	88.05	91.96	158.42	145.84	117.84	99.00	60.33
160.41	88.39	91.62	158.69	146.01	117.44	99.27	60.45
160.38	88.86	91.15	158.67	145.93	117.55	99.27	60.22
159.85	89.12	90.90	158.80	146.02	117.52	99.25	59.67
159.58	89.51	90.51	158.91	146.08	118.70	99.45	59.59
159.02	89.69	90.32	159.11	146.28	119.49	99.79	59.48
158.89	90.12	89.90	159.08	146.29	119.64	99.90	59.22
159.04	90.36	89.65	158.82	146.19	119.24	99.71	59.53
158.90	90.44	89.58	158.80	146.13	119.12	99.33	59.15
158.72	90.32	89.69	158.74	146.10	119.49	99.04	58.89
157.95	89.98	90.03	158.90	146.37	119.55	98.71	58.31
154.55	87.87	92.14	160.34	147.45	118.81	97.28	56.60
155.01	88.85	91.17	159.96	147.39	119.75	96.93	56.92
154.70	89.39	90.62	159.88	147.48	119.88	97.37	56.42
154.23	89.72	90.29	159.89	147.52	119.77	97.57	56.24
154.19	89.90	90.11	159.86	147.50	119.50	98.07	56.24
157.89	91.42	88.59	157.60	146.68	119.73	97.57	58.22
158.05	91.42	88.60	157.36	146.66	119.50	97.47	58.23
159.24	92.07	87.94	156.20	146.35	119.30	97.53	58.55
159.10	92.22	87.79	155.74	146.34	119.22	97.77	58.29
161.05	92.50	87.51	154.33	145.85	118.88	97.61	59.34
160.81	92.11	87.90	154.11	145.79	118.51	97.29	58.95
158.85	91.75	88.26	154.94	146.05	118.31	97.49	57.86
155.33	91.25	88.76	157.06	147.21	117.28	98.29	56.05
152.97	91.45	88.57	158.57	148.24	120.17	101.52	55.15
154.12	92.05	87.96	157.62	147.86	118.73	102.04	55.41
155.47	92.52	87.49	157.12	147.21	117.64	102.01	56.22
155.19	92.57	87.45	157.02	147.32	117.19	100.76	55.97
155.66	93.10	86.91	156.47	147.13	117.10	100.12	56.04
156.53	93.52	86.50	155.80	146.73	117.28	99.82	56.29
159.29	94.27	85.74	154.29	145.31	116.52	99.17	57.33
161.27	94.80	85.21	152.89	144.54	116.71	98.61	58.43
162.69	95.91	84.11	151.98	143.92	115.94	96.41	59.10
163.35	96.26	83.75	151.12	143.55	115.17	95.82	59.00
163.98	96.82	83.19	150.54	143.11	115.28	96.53	59.24
162.75	96.71	83.30	151.04	143.42	116.38	97.13	58.26
163.37	97.55	82.46	150.63	143.09	115.78	97.55	58.97
163.59	97.09	82.92	150.60	143.04	115.63	97.81	58.83
163.32	96.67	83.34	150.74	143.04	115.96	98.18	58.68
163.58	96.54	83.47	150.54	142.80	117.14	98.41	58.83
163.63	96.13	83.88	150.40	142.66	117.68	98.78	58.63
163.88	96.10	83.91	150.17	142.40	117.27	100.33	58.43
164.09	95.74	84.27	149.88	142.05	117.32	100.46	58.48
164.71	95.17	84.84	149.36	153.85	117.99	100.54	58.63
165.21	95.04	84.97	149.09	151.55	117.96	100.72	59.04
165.73	94.89	85.12	147.16	148.62	117.26	100.80	58.91
166.09	94.71	85.30	145.54	145.60	114.12	100.80	59.04
166.21	94.84	85.18	143.66	142.25	112.39	100.82	58.64
166.10	94.86	85.15	142.36	140.00	113.83	100.99	58.57
165.74	94.86	85.15	141.08	138.27	114.29	101.04	58.31
165.96	94.96	85.06	140.77	136.44	112.58	101.05	58.29
166.30	94.92	85.09	140.21	134.65	113.25	101.43	58.04
166.29	94.92	85.09	139.97	133.29	113.51	101.24	57.76
165.78	94.78	85.24	139.98	132.07	113.48	101.32	57.13
165.37	94.74	85.28	139.95	131.08	113.48	101.41	56.81
165.11	94.45	85.57	139.94	131.30	117.93	101.37	56.67
164.90	94.14	85.88	139.87	131.39	115.97	101.49	56.37
164.44	94.05	85.97	139.91	131.58	117.80	101.61	55.84
